time	BIFADO	FAEPRAA2165	1,4-alpha-D-glucan_C36H62O31	4-Amino-5-hydroxymethyl-2-methylpyrimidine_C6H9N3O	5-Dehydro-D-gluconate_C6H10O7	Acetate_C2H4O2	Adenosine_C10H13N5O4	Aerobactin_C22H36N4O13	Ammonium_H3N	Biotin_C10H15N2O3S	Butyrate_C4H8O2	CO2_CO2	Cadmium_Cd	Calcium_Ca	Cellobiose_C12H22O11	Co2+_Co	Cu+_Cu	Cu2+_Cu	Cyanate_CNO	Cys-Gly_C5H10N2O3S	D-Allose_C6H12O6	D-Fructose_C6H12O6	D-Galactose_C6H12O6	D-Glucose_C6H12O6	D-Glucuronate_C6H10O7	D-Glyceraldehyde_C3H6O3	D-Mannose_C6H12O6	D-Xylose_C5H10O5	Decanoate (n-C10:0)_C10H20O2	Dodecanoate (n-C12:0)_C12H24O2	Ethanol_C2H6O	Fe(III)dicitrate_C12H10FeO14	Fe(III)hydoxamate, unloaded_C9H18O6N3	Fe(III)hydroxamate_C9H18O6N3Fe	Fe-enterobactin_C30H27FeN3O15	Fe2+_Fe	Fe3+_Fe	Ferrichrome minus Fe(III)_C27H42N9O12	Ferrichrome_	Folate_C19H19N7O6	Formate_CH2O2	Galactitol_C6H14O6	Glycerol 3-phosphate_C3H9O6P	Glycerol_C3H8O3	Glycerophosphoglycerol_C6H15O8P	Glycerophosphoserine_C6H13NO8P	Glycine_C2H5NO2	Glycolaldehyde_C2H4O2	H+_	H2O_H2O	Hexadecanoate (n-C16:0)_C16H32O2	Hexadecenoate (n-C16:1)_C16H29O2	Hexanoate (n-C6:0)_C6H12O2	Hg2+_Hg	Hydrogen sulfide_H2S	Inulin_29FruGlc	Kestose_C18H32O16	L-Alanine_C3H7NO2	L-Arabinose_C5H10O5	L-Arginine_C6H14N4O2	L-Asparagine_C4H8N2O3	L-Cysteine_C3H7NO2S	L-Glutamate_C5H9NO4	L-Glutamine_C5H10N2O3	L-Isoleucine_C6H13NO2	L-Lactate_C3H5O3	L-Leucine_C6H13NO2	L-Methionine_C5H11NO2S	L-Proline_C5H9NO2	L-Rhamnose_C6H12O5	L-Serine_C3H7NO3	L-Threonine_C4H9NO3	L-Tryptophan_C11H12N2O2	L-Tyrosine_C9H11NO3	L-Valine_C5H11NO2	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine_C18H30N5O9	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate_C15H25N4O8	Lactose_C12H22O11	Maltohexaose_C36H62O31	Maltopentaose_C30H52O26	Maltose_C12H22O11	Maltotetraose_C24H42O21	Maltotriose_C18H32O16	Melibiose_C12H22O11	Mn2+_	Molybdate_	N-Acetyl-D-glucosamine_C8H15NO6	N-Acetylmuramate_C11H19NO8	Nicotinate_C6H5NO2	Orotate_C5H4N2O4	Panose_C18H32O16	Phosphate_H3O4P	Phosphonate_H3O3P	Propionate (n-C3:0)_C3H5O2	Raffinose_C18H32O16	Salicin_C13H18O7	Sodium_Na	Spermidine_C7H19N3	Stachyose_C24H42O21	Starch_11Glc	Succinate_C4H6O4	Sucrose_C12H22O11	Thiamin_C12H17N4OS	Trehalose_C12H22O11	Uracil_C4H4N2O2	Urea_CH4N2O	Xanthine_C5H4N4O2	Zinc_Zn	aerobactin minus Fe3_C22H33N4O13	alpha-D-Galactose 1-phosphate_C6H13O9P	coprogen unloaded (no Fe(III))_C35H52N6O13	coprogen_C35H52N6O13Fe	ferric 2,3-dihydroxybenzoylserine_C10H10NO6Fe	ferroxamine minus Fe(3)_C25H46N6O8	ferroxamine_	magnesium_Mg	nickel_	octadecanoate (n-C18:0)_C18H36O2	octadecenoate (n-C18:1)_C18H33O2	octanoate (n-C8:0)_C8H16O2	potassium_K	psicoselysine_C12H25N2O7	sn-Glycero-3-phospho-1-inositol_C9H19O11P	sn-Glycero-3-phosphocholine_C8H20NO6P	sn-Glycero-3-phosphoethanolamine_C5H14NO6P	tetradecanoate (n-C14:0)_C14H28O2	tetradecenoate (n-C14:1)_C14H25O2	tungstate_O4W1	Unnamed: 129	Perturbations
0.01626418192395903	0.00014698367855370647	0.0001899874846100382	0.0	0.0	0.0	0.28002122286612235	0.0	0.0	3.9999977001946374	0.0	3.789645162308333e-05	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.04994536882257232	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0452326529472297e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999961252028598	7.474470680040492e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.694585173148918e-10	0.00015824588731027734	1.00002644281563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499994459735118	0.0	0.0	0.29999999999999993	3.9999998240394543	0.0	0.3999941838461057	0.0	0.05	3.9999992237599895	0.5000000282514395	0.0	0.0	1.3499985954452671	0.2999981870953595	0.299999950618056	0.2999998801940525	3.9999995545407088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.0003999956230823067	0.0	0.0	3.9999992624893683	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	4.299144790834633e-06	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		START
0.033323756007654214	0.00014809566889555635	0.00019090292225352085	0.0	0.0	0.0	0.28004369528605694	0.0	0.0	3.9999952817509223	0.0	7.782772892411288e-05	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.049887739243299575	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.1494425100453463e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999920423509698	0.00015355650956791912	0.0	0.0	0.0	0.0	0.0	0.0	9.654062097794339e-10	0.0003251769042974141	1.0000542958447645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.949998862198926	0.0	0.0	0.29999999999999993	3.9999996383676004	0.0	0.3999880422851936	0.0	0.05	3.9999984046790837	0.5000000584615895	0.0	0.0	1.3499971121505419	0.2999962752838172	0.2999998985845803	0.29999975395520145	3.9999990839463964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.000399991004601356	0.0	0.0	3.999998484275329	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	8.840868627863756e-06	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.04919077219726658	0.0001491370700236208	0.00019175811274564462	0.0	0.0	0.0	0.2800647880053276	0.0	0.0	3.9999930268455848	0.0	0.00011513103290042974	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.04983384373829883	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.183557058998099e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999882282013755	0.00022722999847742521	0.0	0.0	0.0	0.0	0.0	0.0	1.4298711128957235e-09	0.0004812916280993287	1.00008030712166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499983168439491	0.0	0.0	0.29999999999999993	3.9999994646777406	0.0	0.39998229308325695	0.0	0.05	3.9999976384560685	0.5000000870821643	0.0	0.0	1.349995723476214	0.29999448788178096	0.29999984997555273	0.2999996360244326	3.9999986432254393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.00039998668416564516	0.0	0.0	3.9999977562819122	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	1.3094283562539535e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.06442951193596481	0.00015014415331547761	0.00019258305989472722	0.0	0.0	0.0	0.2800852308864505	0.0	0.0	3.999990855918856	0.0	0.0001511151259768184	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.04978179742439852	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.1835938901967744e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999845489370892	0.0002983449973807764	0.0	0.0	0.0	0.0	0.0	0.0	1.879030261063395e-09	0.0006320498563785576	1.00010539012358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499977907751519	0.0	0.0	0.29999999999999993	3.9999992969003926	0.0	0.3999767357445225	0.0	0.05	3.999996898315771	0.5000001150764892	0.0	0.0	1.3499943810085346	0.2999927623238912	0.2999998030855568	0.2999995222642208	3.999998217027791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.0003999825108003007	0.0	0.0	3.999997053069851	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	1.72075334895944e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.08194217115490827	0.00015130995366714284	0.0001935355095353912	0.0	0.0	0.0	0.2801089506515334	0.0	0.0	3.9999883546254025	0.0	0.0001926608620380194	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.04972163761023182	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.3412372538753545e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999803010116928	0.0003805086875755669	0.0	0.0	0.0	0.0	0.0	0.0	2.3989772179055563e-09	0.0008063096712549456	1.000134339662365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499971833980161	0.0	0.0	0.29999999999999993	3.9999991029110578	0.0	0.39997030549482443	0.0	0.05	3.9999960425427736	0.5000001478684937	0.0	0.0	1.3499928275085822	0.29999076839920125	0.2999997489483192	0.2999993909214152	3.999997723661081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.0003999776854268183	0.0	0.0	3.999996239994419	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	2.1969034599007533e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.09616943071443397	0.00015226363300101134	0.0001943127055796745	0.0	0.0	0.0	0.2801283973720565	0.0	0.0	3.999986317608488	0.0	0.000226562057802132	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.04967249332569192	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.288243789216753e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999768347173352	0.0004475986826994729	0.0	0.0	0.0	0.0	0.0	0.0	2.824318200810471e-09	0.0009486616493446581	1.000157954403402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499966877800986	0.0	0.0	0.29999999999999993	3.999998944397491	0.0	0.3999650475282021	0.0	0.05	3.99999534326912	0.5000001749939752	0.0	0.0	1.3499915570941312	0.2999891400621444	0.29999970477249605	0.29999928374608076	3.999997320063986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.0003999737424927069	0.0	0.0	3.999995575610021	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	2.5864165699073604e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.11487662110790242	0.00015352660158443745	0.00019533929554759946	0.0	0.0	0.0	0.2801542092509891	0.0	0.0	3.9999836324398013	0.0	0.0002713417858103852	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.049607505337775866	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.542375508296643e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999722561260785	0.0005362781495992546	0.0	0.0	0.0	0.0	0.0	0.0	3.387602189017972e-09	0.001136906584135461	1.000189135943317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.949996033123676	0.0	0.0	0.29999999999999993	3.9999987347197195	0.0	0.3999580874468566	0.0	0.05	3.9999944182874656	0.5000002113253684	0.0	0.0	1.3499898752435397	0.2999869874329721	0.29999964642112226	0.2999991421793242	3.999996785575682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.00039996852687832683	0.0	0.0	3.999994696778999	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	3.102253291224849e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.12900713360017033	0.00015448744305101772	0.00019611828260878645	0.0	0.0	0.0	0.280173890790034	0.0	0.0	3.9999815991026333	0.0	0.0003053211055113216	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.04955813550538437	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.496494063626463e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.00019999687818437857	0.0006036155492048298	0.0	0.0	0.0	0.0	0.0	0.0	3.816137483112326e-09	0.0012799117015814732	1.0002127884936691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499955363636272	0.0	0.0	0.29999999999999993	3.999998575386223	0.0	0.39995279471547607	0.0	0.05	3.9999937153967404	0.5000002392763906	0.0	0.0	1.349988596161343	0.29998535264184245	0.29999960214349763	0.2999990347570085	3.9999963789475723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.0003999645635489407	0.0	0.0	3.999994028957997	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	3.494691645061079e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.14536702763863493	0.00015560719232343335	0.00019702394975896256	0.0	0.0	0.0	0.28019687455913467	0.0	0.0	3.9999792395782245	0.0	0.00034482619509725666	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.049500677033456876	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.608408562832338e-05	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.0001999964742568296	0.0006819530770401785	0.0	0.0	0.0	0.0	0.0	0.0	4.315545658609186e-09	0.0014463463488712215	1.0002402785779596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499949588196854	0.0	0.0	0.29999999999999993	3.999998389898587	0.0	0.39994662916292695	0.0	0.05	3.999992897128505	0.500000272180813	0.0	0.0	1.3499871060037965	0.2999834505539796	0.2999995506653768	0.2999989098655085	3.999995905069681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.00039995994965033	0.0	0.0	3.999993251516081	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	3.952033023904874e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
0.1633642089409926	0.00015684767720178187	0.00019802472435984523	0.0	0.0	0.0	0.28022239236930474	0.0	0.0	3.999976637579129	0.0	0.00038847985997348154	16.000000000000004	0.0	0.68	0.0	0.0008000000000000001	0.0	1.8	0.0	0.0	0.0	0.0	0.04943711345807624	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.00010840213893061149	0.0	0.0	0.0	0.0	1.8224000000000005	0.0916117952	0.0	0.0	0.0001999960279113576	0.0007685759362891651	0.0	0.0	0.0	0.0	0.0	0.0	4.868801914352082e-09	0.0016304649681210246	1.0002706449696106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499943206257222	0.0	0.0	0.29999999999999993	3.9999981846440438	0.0	0.3999398017879494	0.0	0.05	3.999991991659676	0.5000003090242826	0.0	0.0	1.3499854557210353	0.2999813470084683	0.29999949378134855	0.2999987718586911	3.9999953800964816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.0	0.0	0.00039995484406123627	0.0	0.0	3.9999923912243194	0.0	0.0	0.0	0.0	26.4	4.0	0.0	0.0	4.458686681714289e-05	0.0	0.00020000000000000004	0.0	0.0	0.0	4.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.8	4.0	0.0	0.0	0.0	4.0	0.0	0.0		FALSE
